,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
6831,1983-11-29 00:00:00,   66.8700,  197.3700,    5.0000,   -2.2000,   -3.3000,  999.7000, 1000.3000,   71.0000,   -2.6100,    2.0000,   -2.4947,  -53.9743,    0.4319, -122.2470,  806.0000,    0.0000,    0.0000,    1.3483,   -2.3000, 1000.5000,    5.0000,    2.0000,    0.4319,  -53.9743,  -57.8186,    0.1555, -128.8932,  785.3911,    0.0000,    0.0000,    0.6756,   -2.7495, 1000.5000,    5.0000,    2.0000,    0.1555,  -57.8186,  -55.2063,    0.1317, -122.6027,  783.7425,    0.0000,    0.0000,    0.5830,   -2.6491, 1000.5000,    5.0000,    2.0000,    0.1317,  -55.2063,70133
6835,1983-12-06 12:00:00,   66.8700,  197.3700,    5.0000,   -2.5000,   -4.4000, 1004.4000, 1005.0000,   71.0000,   -3.1800,    2.0000,   -3.0530,  -32.4632,    8.6458, -151.2790,  790.2500,    0.0000,    0.0000,   -6.5141,   -2.3000, 1004.0000,    5.0000,    2.0000,    8.6458,  -32.4632,  -36.7567,    4.2681, -168.1463,  723.7998,    0.0000,    0.0000,   -7.4311,   -3.2528, 1004.0000,    5.0000,    2.0000,    4.2681,  -36.7567,  -35.3522,    3.7352, -161.0784,  717.7867,    0.0000,    0.0000,   -7.1356,   -3.1724, 1004.0000,    5.0000,    2.0000,    3.7352,  -35.3522,70133
6839,1983-12-22 00:00:00,   66.8700,  197.3700,    5.0000,   -3.3000,   -8.0000, 1030.7000,nan,   66.0000,   -4.7700,    1.0000,   -4.6266,  -42.3929,   90.6189,    0.0000, 2003.4286,    0.0000,    0.0000,  -11.4786,   -3.1000, 1030.5000,    5.0000,    2.0000,   90.6189,  -42.3929,  -56.2917,   80.7464,   -0.2802, 1916.9797,    0.0000,    0.0000,  -14.1984,   -4.6261, 1030.5000,    5.0000,    2.0000,   80.7464,  -56.2917,  -54.8467,   74.9489,   -0.3026, 1910.8194,    0.0000,    0.0000,  -13.7042,   -4.5493, 1030.5000,    5.0000,    2.0000,   74.9489,  -54.8467,70133
6887,1984-06-07 00:00:00,   66.8700,  197.3700,    5.0000,    0.3000,   -2.1000, 1006.3000, 1006.9000,   61.0000,   -0.6500,    1.0000,   -0.6448,    0.0328,   -1.1110,  143.3027,    9.0909, 1424.8889,    0.0000,   -6.2865,    0.2000, 1006.3000,    5.0000,    1.0000,    0.0328,nan,   -3.1901,  123.6414,  -35.0527, 1400.9935,    0.0000,    0.0000,   -6.1718,   -0.6453, 1006.3000,    5.0000,    2.0000,  123.6414,   -3.1901,   -3.1968,  114.1550,  -33.6267, 1398.8757,    0.0000,    0.0000,   -5.7800,   -0.6727, 1006.3000,    5.0000,    2.0000,  114.1550,   -3.1968,70133
6916,1984-10-16 12:00:00,   66.8700,  197.3700,    5.0000,    1.0000,   -0.2000, 1032.0000, 1032.6000,   61.0000,    0.5100,    1.0000,    0.4607,    0.8413,   -0.2004,   39.1785,   94.2857, 1054.6000,    0.0000,   -2.6016,    0.5000, 1031.8000,    5.0000,    1.0000,    0.8413,nan,   -2.0960,   35.7556,  -69.3085, 1034.9909,    0.0000,    0.0000,   -3.4019,   -0.1172, 1031.8000,    5.0000,    2.0000,   35.7556,   -2.0960,   -2.1942,   33.2917,  -66.0372, 1031.8043,    0.0000,    0.0000,   -3.2529,   -0.1560, 1031.8000,    5.0000,    2.0000,   33.2917,   -2.1942,70133
7039,1985-12-11 12:00:00,   66.8700,  197.3700,    5.0000,   -3.3000,   -3.9000, 1005.1000, 1005.8000,   71.0000,   -3.5100,    2.0000,   -3.3571,  -68.3011,    7.5365,   -6.0967, 1646.5833,    0.0000,    0.0000,   -4.3396,   -3.5000, 1006.0000,    5.0000,    2.0000,    7.5365,  -68.3011,  -75.1895,    5.7245,  -10.5143, 1572.6109,    0.0000,    0.0000,   -4.6779,   -3.7337, 1006.0000,    5.0000,    2.0000,    5.7245,  -75.1895,  -72.0928,    5.2491,  -10.1999, 1568.1459,    0.0000,    0.0000,   -4.5049,   -3.5774, 1006.0000,    5.0000,    2.0000,    5.2491,  -72.0928,70133
7041,1985-12-22 12:00:00,   66.8700,  197.3700,    5.0000,    0.0000,   -1.7000,  990.5000,  991.2000,   71.0000,   -0.6800,    2.0000,   -0.6683,   -1.5594,    2.3593, -170.9664,  458.8750,    0.0000,    0.0000,   -2.2099,   -0.3000,  990.7000,    5.0000,    2.0000,    2.3593,   -1.5594,   -2.7222,    1.8447, -176.8659,  447.6785,    0.0000,    0.0000,   -3.4237,   -0.7980,  990.7000,    5.0000,    2.0000,    1.8447,   -2.7222,   -2.6603,    1.7005, -168.5344,  446.6753,    0.0000,    0.0000,   -3.3228,   -0.7913,  990.7000,    5.0000,    2.0000,    1.7005,   -2.6603,70133
7045,1985-12-28 12:00:00,   66.8700,  197.3700,    5.0000,   -1.1000,   -1.7000, 1006.6000, 1007.3000,   71.0000,   -1.3300,    2.0000,   -1.2737,   -4.9909,    0.1106, -205.5423,  362.9231,    0.0000,    0.0000,   -4.1543,   -1.3000, 1006.5000,    5.0000,    2.0000,    0.1106,   -4.9909,   -6.7702,    0.0185, -210.9780,  348.0436,    0.0000,    0.0000,   -4.7586,   -1.5605, 1006.5000,    5.0000,    2.0000,    0.0185,   -6.7702,   -6.5434,    0.0140, -201.3409,  346.8841,    0.0000,    0.0000,   -4.5574,   -1.4992, 1006.5000,    5.0000,    2.0000,    0.0140,   -6.5434,70133
7126,1986-11-03 00:00:00,   66.8700,  197.3700,    5.0000,    0.6000,   -0.6000, 1002.2000, 1002.9000,   61.0000,    0.1000,    1.0000,    0.0820,  -31.1695,   10.9249,nan,   55.0000, 1362.0000,    0.0000,    3.0479,    0.1000, 1002.9000,    5.0000,    2.0000,   10.9249,  -31.1695,  -46.1609,    5.1355,  -27.8544, 1240.3666,    0.0000,    0.0000,    2.8590,   -0.4036, 1002.9000,    5.0000,    2.0000,    5.1355,  -46.1609,  -44.8262,    4.5064,  -27.0553, 1232.4194,    0.0000,    0.0000,    2.6968,   -0.4182, 1002.9000,    5.0000,    2.0000,    4.5064,  -44.8262,70133
7210,1987-05-27 00:00:00,   66.8700,  197.3700,    5.0000,    0.6000,    0.0000,  997.8000,  998.5000,   61.0000,    0.3500,    1.0000,    0.3196,    3.3476,   -1.4768,   33.7809,  111.0667,  758.0000,    0.0000,   -5.9829,    1.1000,  997.5000,    5.0000,    1.0000,    3.3476,nan,    0.1378,   -5.9015,   17.7812,   11.0946,  655.4952,    0.0000,   -3.5461,    0.6894,  997.5000,    5.0000,    1.0000,    0.1378,nan,   -6.1277,   15.7106,nan,    9.6716,  645.6959,    0.0000,   -3.1622,    0.6209,  997.5000,    5.0000,    2.0000,   15.7106,   -6.1277,70133
7280,1988-01-01 12:00:00,   66.8700,  197.3700,    5.0000,    0.6000,    0.0000, 1003.0000, 1003.8000,   71.0000,    0.3500,    2.0000,    0.3204,   29.8284, -138.8901,    0.0000,  596.4571,    0.0000,    0.0000,    0.5217,    0.4000, 1003.0000,    5.0000,    1.0000,   29.8284,nan,   -0.0020,   23.1501, -158.3550,  524.7394,    0.0000,    0.0000,    0.2415,   -0.1106, 1003.0000,    5.0000,    2.0000,   23.1501,   -0.0020,   -0.0035,   21.2893, -151.5080,  519.3351,    0.0000,    0.0000,    0.2058,   -0.1413, 1003.0000,    5.0000,    2.0000,   21.2893,   -0.0035,70133
7725,1993-10-01 00:00:00,   66.8700,  197.3700,    5.0000,    0.6000,    0.0000,  983.7000,  984.4000,   71.0000,    0.3500,    2.0000,    0.3175,    1.1126,  -14.2664,   14.6392,   98.6875, 1582.0000,    0.0000,    2.3904,    0.3000,  985.0000,    5.0000,    1.0000,    1.1126,nan,  -20.3558,    6.9485,nan,   50.8046, 1330.8104,    0.0000,    2.4160,    0.0725,  985.0000,    5.0000,    2.0000,    6.9485,  -20.3558,  -19.7403,    6.1469,nan,   45.5004, 1313.2890,    0.0000,    2.2841,    0.0523,  985.0000,    5.0000,    2.0000,    6.1469,  -19.7403,70133
7762,1993-11-22 00:00:00,   66.8700,  197.3700,    5.0000,    0.0000,   -1.1000,  990.2000,  990.8000,   71.0000,   -0.4500,    2.0000,   -0.4391,   -0.0062,    1.0120, -232.4533,   98.0000,    0.0000,    0.0000,    2.7322,   -0.1000,  990.7000,    5.0000,    2.0000,    1.0120,   -0.0062,   -0.0114,    0.2872, -242.2426,   63.0434,    0.0000,    0.0000,    2.9289,   -0.1000,  990.7000,    5.0000,    2.0000,    0.2872,   -0.0114,   -0.0114,    0.2333, -230.7517,   60.0462,    0.0000,    0.0000,    2.7853,   -0.0944,  990.7000,    5.0000,    2.0000,    0.2333,   -0.0114,70133
7804,1994-02-03 00:00:00,   66.8700,  197.3700,    5.0000,    0.6000,   -0.6000,  999.8000, 1000.5000,   85.0000,    0.1000,    2.0000,    0.0814,    1.0810, -309.2814,    0.0000,  110.2174,    0.0000,    0.0000,    3.5427,    0.0000,  999.8000,    5.0000,    1.0000,    1.0810,nan,   -0.0436,    0.3914, -327.1257,   70.7823,    0.0000,    0.0000,    3.5655,   -0.2224,  999.8000,    5.0000,    2.0000,    0.3914,   -0.0436,   -0.0478,    0.3339, -313.5959,   68.6915,    0.0000,    0.0000,    3.3826,   -0.2262,  999.8000,    5.0000,    2.0000,    0.3339,   -0.0478,70133
7915,1995-01-07 12:00:00,   66.8700,  197.3700,    5.0000,   -3.9000,   -8.3000, 1000.7000, 1001.3000,   71.0000,   -5.2700,    2.0000,   -5.1105,  -22.2900,    2.9859, -192.8007,  661.0000,    0.0000,    0.0000,  -11.3586,   -4.5000, 1000.9000,    5.0000,    2.0000,    2.9859,  -22.2900,  -44.9850,    1.9764, -201.2900,  624.1316,    0.0000,    0.0000,  -13.7433,   -5.6709, 1000.9000,    5.0000,    2.0000,    1.9764,  -44.9850,  -44.7025,    1.7996, -192.2682,  621.1386,    0.0000,    0.0000,  -13.3457,   -5.5286, 1000.9000,    5.0000,    2.0000,    1.7996,  -44.7025,70133
8088,1996-11-17 12:00:00,   66.8700,  197.3700,    5.0000,    0.0000,   -1.0000, 1006.4000, 1007.1000,   66.0000,   -0.4000,    1.0000,   -0.3966,   -0.0930,    9.8115, -141.4709,  495.9286,    0.0000,    0.0000,   -0.1957,   -0.2000, 1006.5000,    5.0000,    2.0000,    9.8115,   -0.0930,   -1.6822,    5.9539, -142.5526,  482.3423,    0.0000,    0.0000,   -0.9452,   -0.6401, 1006.5000,    5.0000,    2.0000,    5.9539,   -1.6822,   -1.7628,    5.3861, -135.0941,  481.0559,    0.0000,    0.0000,   -0.9506,   -0.6379, 1006.5000,    5.0000,    2.0000,    5.3861,   -1.7628,70133
8128,1997-04-28 12:00:00,   66.8700,  197.3700,    5.0000,   -3.4000,   -3.8000, 1000.7000, 1001.3000,   71.0000,   -3.5400,    2.0000,   -3.3816,  -48.4397,   67.4054,  -87.8437, 1217.1429,    0.0000,    0.0000,  -11.8299,   -2.7000, 1000.5000,    5.0000,    2.0000,   67.4054,  -48.4397,  -50.3876,   10.1467, -143.7722,  856.6505,    0.0000,    0.0000,   -6.9858,   -2.7487, 1000.5000,    5.0000,    2.0000,   10.1467,  -50.3876,  -48.2440,    6.8170, -141.8235,  810.5969,    0.0000,    0.0000,   -6.2938,   -2.6169, 1000.5000,    5.0000,    2.0000,    6.8170,  -48.2440,70133
8129,1997-04-29 12:00:00,   66.8700,  197.3700,    5.0000,   -4.8000,   -5.0000, 1003.9000, 1004.5000,   71.0000,   -4.8700,    2.0000,   -4.6549,  -31.0445,   21.0491, -126.4993,  924.0769,    0.0000,    0.0000,  -12.8846,   -5.0000, 1003.7000,    5.0000,    2.0000,   21.0491,  -31.0445,  -36.0310,    8.3134, -210.4451,  804.1262,    0.0000,    0.0000,  -11.8944,   -5.1731, 1003.7000,    5.0000,    2.0000,    8.3134,  -36.0310,  -34.8650,    7.2058, -207.3755,  799.0811,    0.0000,    0.0000,  -11.2812,   -4.9615, 1003.7000,    5.0000,    2.0000,    7.2058,  -34.8650,70133
8829,2001-05-31 00:00:00,   66.8700,  197.3700,    5.0000,    0.6000,    0.6000, 1015.5664, 1016.2000,   61.0000,    0.6000,    1.0000,    0.5659,    1.2292,  -10.7988,   63.2046,  115.0000, 1415.5000,    0.0000,    1.0060,    0.6000, 1015.9000,    5.0000,    1.0000,    1.2292,nan,    0.5902,  -29.2248,    2.0217,   88.6784, 1244.9425,    0.0000,    3.3672,    0.3736, 1015.9000,    5.0000,    1.0000,    0.5902,nan,  -32.5178,    1.3331,nan,   86.1330, 1218.8796,    0.0000,    3.3579,    0.3364, 1015.9000,    5.0000,    2.0000,    1.3331,  -32.5178,70133
9093,2002-10-11 12:00:00,   66.8700,  197.3700,    5.0000,   -0.6000,   -2.8000, 1004.8703, 1005.5000,   68.0000,   -1.4400,    1.0000,   -1.3982,  -63.2196,   51.3914,    0.0000, 2130.4894,    0.0000,    0.0000,    3.1373,   -1.0000, 1004.6000,    5.0000,    2.0000,   51.3914,  -63.2196,  -71.8579,   51.3914,    0.0000, 2130.4894,    0.0000,    0.0000,    1.8859,   -1.6382, 1004.6000,    5.0000,    2.0000,   51.3914,  -71.8579,  -68.8784,   48.0397,    0.0000, 2130.3441,    0.0000,    0.0000,    1.6952,   -1.6018, 1004.6000,    5.0000,    2.0000,   48.0397,  -68.8784,70133
9919,2007-04-27 12:00:00,   66.8700,  197.3700,    5.0000,   -6.1000,   -7.2000, 1001.4000, 1002.0000,   71.0000,   -6.4400,    2.0000,   -6.1959,  -52.0848,   85.0341,  -66.9011, 1305.5000,    0.0000,    0.0000,  -22.0648,   -6.7000, 1001.2000,    5.0000,    2.0000,   85.0341,  -52.0848,  -53.4070,   17.5508, -185.3951,  766.9608,    0.0000,    0.0000,  -16.7348,   -6.8581, 1001.2000,    5.0000,    2.0000,   17.5508,  -53.4070,  -51.3857,   13.7202, -187.5474,  722.9752,    0.0000,    0.0000,  -15.6542,   -6.5972, 1001.2000,    5.0000,    2.0000,   13.7202,  -51.3857,70133
10323,1978-04-15 12:00:00,   64.5200,  194.5700,   11.0000,    1.0000,   -1.0000, 1000.9000, 1001.8000,   71.0000,    0.1800,    2.0000,    0.1411,    0.4569, -366.5276,    0.0000,   62.1500,    0.0000,    0.0000,    6.2049,    0.6000, 1001.4000,    5.0000,    1.0000,    0.4569,nan,   -0.0157,    0.0654, -377.0593,   33.4698,    0.0000,    0.0000,    5.3387,   -0.1474, 1001.4000,    5.0000,    2.0000,    0.0654,   -0.0157,   -0.0246,    0.0487, -361.0535,   31.1353,    0.0000,    0.0000,    5.0157,   -0.1933, 1001.4000,    5.0000,    2.0000,    0.0487,   -0.0246,70200
10372,1978-10-25 12:00:00,   64.5200,  194.5700,   11.0000,    1.0000,   -1.0000,  993.1000,  994.0000,   71.0000,    0.1800,    2.0000,    0.1375,    9.7052, -270.0028,    0.0000,  322.4615,    0.0000,    0.0000,    3.8627,    0.6000,  992.9000,    5.0000,    1.0000,    9.7052,nan,   -0.0035,    4.6466, -270.8560,  289.7399,    0.0000,    0.0000,    2.5008,   -0.0346,  992.9000,    5.0000,    2.0000,    4.6466,   -0.0035,   -0.0186,    4.0419, -258.0656,  286.4330,    0.0000,    0.0000,    2.2659,   -0.0782,  992.9000,    5.0000,    2.0000,    4.0419,   -0.0186,70200
10384,1978-11-11 12:00:00,   64.5200,  194.5700,   11.0000,    1.0000,   -1.0000, 1008.0000, 1008.9000,   71.0000,    0.1800,    2.0000,    0.1443,    4.3572, -299.8850,    0.0000,  285.7222,    0.0000,    0.0000,    2.7419,    0.6000, 1009.1000,    5.0000,    1.0000,    4.3572,nan,   -0.0014,    3.5416, -300.9213,  285.7222,    0.0000,    0.0000,    1.7283,   -0.0285, 1009.1000,    5.0000,    2.0000,    3.5416,   -0.0014,   -0.0093,    3.2832, -287.8139,  285.4126,    0.0000,    0.0000,    1.5595,   -0.0723, 1009.1000,    5.0000,    2.0000,    3.2832,   -0.0093,70200
10419,1979-01-04 12:00:00,   64.5200,  194.5700,   11.0000,    1.0000,   -2.0000, 1016.5000, 1017.3000,   71.0000,   -0.1900,    2.0000,   -0.2197,    0.9450,  -11.2358,    8.4949,   88.0000, 1013.2308,    0.0000,    0.1595,    0.6000, 1016.6000,    5.0000,    1.0000,    0.9450,nan,  -18.9925,    3.3412,  -83.4032,  924.3659,    0.0000,    0.0000,   -0.6402,   -0.2559, 1016.6000,    5.0000,    2.0000,    3.3412,  -18.9925,  -18.6668,    2.8580,  -79.8945,  917.4196,    0.0000,    0.0000,   -0.6649,   -0.3044, 1016.6000,    5.0000,    2.0000,    2.8580,  -18.6668,70200
10681,1981-03-19 00:00:00,   64.5200,  194.5700,   11.0000,    1.0000,   -2.0000,  997.2000,  998.0000,   68.0000,   -0.2000,    1.0000,   -0.2324,    2.1526, -245.7617,    0.0000,  155.2273,    0.0000,    0.0000,    4.2017,    1.1000,  998.3000,    5.0000,    1.0000,    2.1526,nan,    0.1575,    0.0000,    0.0000,   88.1317,    0.0000,    0.0000,    3.0867,    0.0350,  998.3000,    5.0000,    1.0000,    0.1575,nan,   -0.0235,    0.0501,    0.0000,   83.1057,    0.0000,    0.0000,    2.8425,   -0.0435,  998.3000,    5.0000,    2.0000,    0.0501,   -0.0235,70200
10728,1981-10-02 00:00:00,   64.5200,  194.5700,   11.0000,    3.0000,    0.0000, 1017.5000, 1018.4000,   61.0000,    1.7200,    1.0000,    1.5782,   13.5186, -235.7540,    0.0000,  402.8889,    0.0000,    0.0000,    0.9804,    1.1000, 1017.9000,    5.0000,    1.0000,   13.5186,nan,    6.1916, -256.0247,    0.0000,  319.1958,    0.0000,    0.0000,   -0.1568,    0.0474, 1017.9000,    5.0000,    1.0000,    6.1916,nan,   -0.0009,    5.3962, -245.1607,  311.8748,    0.0000,    0.0000,   -0.2334,   -0.0316, 1017.9000,    5.0000,    2.0000,    5.3962,   -0.0009,70200
10788,1982-02-06 12:00:00,   64.5200,  194.5700,   11.0000,    1.1000,   -1.7000, 1025.6000, 1026.5000,   61.0000,   -0.0100,    1.0000,   -0.0515,   -2.2087,   82.0761,   -3.9630, 1774.4000,    0.0000,    0.0000,   -3.8384,    0.0000, 1026.1000,    5.0000,    2.0000,   82.0761,   -2.2087,   -4.5276,   50.8527,  -40.1207, 1117.5844,    0.0000,    0.0000,   -3.7380,   -0.3839, 1026.1000,    5.0000,    2.0000,   50.8527,   -4.5276,   -4.4888,   46.1671,  -40.9410, 1101.5904,    0.0000,    0.0000,   -3.5152,   -0.3914, 1026.1000,    5.0000,    2.0000,   46.1671,   -4.4888,70200
11001,1983-12-06 00:00:00,   64.5200,  194.5700,   11.0000,    2.2000,    0.0000,  992.6000,  993.5000,   61.0000,    1.2600,    1.0000,    1.1524,    3.5468,   -0.0523,   15.8599,  207.3750,  728.9767,    0.0000,   -1.9663,    1.1000,  993.0000,    5.0000,    1.0000,    3.5468,nan,    1.3977,   -0.4048,   12.8295,  163.9294,  692.1941,    0.0000,   -4.4449,    0.0316,  993.0000,    5.0000,    1.0000,    1.3977,nan,   -0.0040,    1.1800,   -0.4218,  160.3194,  687.9647,    0.0000,   -4.3527,   -0.0467,  993.0000,    5.0000,    2.0000,    1.1800,   -0.0040,70200
11031,1984-04-28 00:00:00,   64.5200,  194.5700,   11.0000,    1.7000,   -3.3000, 1010.8000, 1011.8000,   61.0000,   -0.2300,    1.0000,   -0.2911,   12.9970,  -55.7944,   15.0889,  423.2414, 2063.3433,    0.0000,    4.5113,    1.1000, 1011.5000,    5.0000,    1.0000,   12.9970,nan,  -86.1587,   11.7372,    0.0000, 2024.3271,    0.0000,    0.0000,    4.4007,   -0.3759, 1011.5000,    5.0000,    2.0000,   11.7372,  -86.1587,  -84.8161,   10.6982,    0.0000, 2019.2716,    0.0000,    0.0000,    4.1831,   -0.4636, 1011.5000,    5.0000,    2.0000,   10.6982,  -84.8161,70200
11742,1989-10-16 12:00:00,   64.5200,  194.5700,   11.0000,   -0.6000,   -0.6000, 1005.1000, 1005.9000,   85.0000,   -0.6000,    2.0000,   -0.5675,   -0.3933,    3.8702, -405.9624,  324.0000,    0.0000,    0.0000,   -2.7778,   -0.9000, 1004.7000,    5.0000,    2.0000,    3.8702,   -0.3933,   -0.8985,    0.2455, -446.5047,  195.2138,    0.0000,    0.0000,   -0.4390,   -1.0593, 1004.7000,    5.0000,    2.0000,    0.2455,   -0.8985,   -0.9546,    0.1298, -432.3071,  189.8192,    0.0000,    0.0000,   -0.2503,   -1.0148, 1004.7000,    5.0000,    2.0000,    0.1298,   -0.9546,70200
11810,1990-04-04 12:00:00,   64.5200,  194.5700,   11.0000,    0.6000,    0.0000,  994.4000,  995.2000,   71.0000,    0.3500,    2.0000,    0.3191,    7.1198, -330.9894,    0.0000,  418.0000,    0.0000,    0.0000,    1.1962,    0.5000,  994.6000,    5.0000,    1.0000,    7.1198,nan,   -1.9890,    0.0640, -360.3626,  313.5733,    0.0000,    0.0000,    1.4850,   -0.0155,  994.6000,    5.0000,    2.0000,    0.0640,   -1.9890,   -2.4032,    0.0111, -347.6655,  307.0218,    0.0000,    0.0000,    1.4221,   -0.0516,  994.6000,    5.0000,    2.0000,    0.0111,   -2.4032,70200
11924,1993-01-07 12:00:00,   64.5200,  194.5700,   11.0000,    0.0000,    0.0000, 1003.0000, 1003.8000,   71.0000,    0.0000,    2.0000,    0.0000,   -0.0055,    0.6331, -345.0246,   66.0000,    0.0000,    0.0000,    4.6828,   -0.1000, 1005.0000,    5.0000,    2.0000,    0.6331,   -0.0055,   -0.0423,    0.0834, -367.9676,   35.3778,    0.0000,    0.0000,    4.9934,   -0.2102, 1005.0000,    5.0000,    2.0000,    0.0834,   -0.0423,   -0.0459,    0.0574, -353.4060,   33.3732,    0.0000,    0.0000,    4.7713,   -0.2065, 1005.0000,    5.0000,    2.0000,    0.0574,   -0.0459,70200
11934,1993-02-13 12:00:00,   64.5200,  194.5700,   11.0000,    0.6000,   -5.0000, 1006.4000, 1007.2000,   79.0000,   -1.4500,    2.0000,   -1.4498,    8.4468,   -1.1279,   60.6357,  321.6000, 1178.3529,    0.0000,    1.5873,    0.9000, 1006.3900,    5.0000,    1.0000,    8.4468,nan,  -40.0521,   16.9007, -114.9575,  944.7179,    0.0000,    0.0000,    1.6052,   -1.4142, 1006.3900,    5.0000,    2.0000,   16.9007,  -40.0521,  -41.7778,   13.6885, -112.0531,  922.4527,    0.0000,    0.0000,    1.5220,   -1.5153, 1006.3900,    5.0000,    2.0000,   13.6885,  -41.7778,70200
11957,1993-03-30 12:00:00,   64.5200,  194.5700,   11.0000,   -0.6000,   -3.3000, 1003.2000, 1004.0000,   71.0000,   -1.6200,    2.0000,   -1.5749,   -0.0143,   10.8251, -289.5412,  493.6364,    0.0000,    0.0000,   -0.4184,   -0.1000, 1003.0000,    5.0000,    2.0000,   10.8251,   -0.0143,   -8.4231,    1.9592, -315.0871,  375.9519,    0.0000,    0.0000,   -2.1970,   -1.5597, 1003.0000,    5.0000,    2.0000,    1.9592,   -8.4231,   -8.7345,    1.4565, -303.2638,  364.8040,    0.0000,    0.0000,   -2.2278,   -1.5891, 1003.0000,    5.0000,    2.0000,    1.4565,   -8.7345,70200
12208,1995-10-29 00:00:00,   64.5200,  194.5700,   11.0000,    0.6000,   -1.1000,  995.8000,  996.5000,   71.0000,   -0.0900,    2.0000,   -0.1135,    0.8929, -220.1157,    0.0000,  103.1429,    0.0000,    0.0000,    4.5531,    0.0000,  996.3000,    5.0000,    1.0000,    0.8929,nan,   -0.0051,    0.3137, -233.9674,   72.5343,    0.0000,    0.0000,    4.7707,   -0.0556,  996.3000,    5.0000,    2.0000,    0.3137,   -0.0051,   -0.0058,    0.2628, -223.4953,   70.0975,    0.0000,    0.0000,    4.5434,   -0.0565,  996.3000,    5.0000,    2.0000,    0.2628,   -0.0058,70200
12264,1996-05-04 12:00:00,   64.5200,  194.5700,   11.0000,    0.6000,    0.0000, 1025.7000, 1026.5000,   71.0000,    0.3500,    2.0000,    0.3237,   -5.9410,    0.7974,nan,    8.4000,  457.4375,    0.0000,   -0.0000,    0.1000, 1025.4000,    5.0000,    2.0000,    0.7974,   -5.9410,   -6.6324,    0.7974, -149.9531,  457.4375,    0.0000,    0.0000,   -0.3808,   -0.0649, 1025.4000,    5.0000,    2.0000,    0.7974,   -6.6324,   -6.3260,    0.7514, -142.2033,  457.3806,    0.0000,    0.0000,   -0.3872,   -0.0733, 1025.4000,    5.0000,    2.0000,    0.7514,   -6.3260,70200
12652,1998-12-21 00:00:00,   64.5200,  194.5700,   11.0000,   -1.1000,   -1.8000, 1027.0810, 1028.5000,   71.0000,   -1.3700,    2.0000,   -1.3093,   -2.5564,    5.9303, -252.4444,  433.0000,    0.0000,    0.0000,    0.3472,   -1.1000, 1027.1000,    5.0000,    2.0000,    5.9303,   -2.5564,   -7.9065,    0.0473, -287.7386,  291.7090,    0.0000,    0.0000,    0.0086,   -1.7264, 1027.1000,    5.0000,    2.0000,    0.0473,   -7.9065,   -8.0722,    0.0012, -277.6608,  278.5967,    0.0000,    0.0000,   -0.0260,   -1.6865, 1027.1000,    5.0000,    2.0000,    0.0012,   -8.0722,70200
13354,2002-10-11 00:00:00,   64.5200,  194.5700,   11.0000,    1.7000,   -0.6000, 1002.5000, 1003.5000,   61.0000,    0.7400,    1.0000,    0.6653,    2.9515,  -11.1181,   77.6199,  146.1000, 1834.2857,    0.0000,    4.5455,    1.1000, 1003.8000,    5.0000,    1.0000,    2.9515,nan,  -18.9204,   74.8096,nan,   28.4455, 1834.2857,    0.0000,    3.0970,    0.2176, 1003.8000,    5.0000,    2.0000,   74.8096,  -18.9204,  -18.6610,   69.6983,nan,   19.4702, 1834.2749,    0.0000,    2.8250,    0.1422, 1003.8000,    5.0000,    2.0000,   69.6983,  -18.6610,70200
